"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.990508304E1,2.448619843E0,1.298622131E1,-4.933868408E1
1.995508504E1,2.616416931E0,1.285919189E1,-4.958044434E1
2.000508804E1,2.377368927E0,1.293353271E1,-4.936810303E1
2.005509004E1,2.271301270E0,1.284350586E1,-4.915460205E1
2.010509304E1,2.461883545E0,1.269824219E1,-4.922827148E1
2.015509504E1,2.405796051E0,1.276995850E1,-4.957043457E1
2.020509804E1,2.338542938E0,1.284837341E1,-4.953247070E1
2.025510004E1,2.550327301E0,1.302316284E1,-4.950860596E1
2.030510271E1,2.461738586E0,1.278234863E1,-4.944842529E1
2.035510471E1,2.160781860E0,1.280531311E1,-4.921289062E1
2.040510771E1,2.099639893E0,1.282131958E1,-4.935864258E1
2.045510971E1,2.364707947E0,1.282524109E1,-4.921368408E1
2.050511271E1,2.315219879E0,1.278285217E1,-4.928033447E1
2.055511471E1,2.326854706E0,1.275065613E1,-4.958148193E1
2.060511771E1,2.425289154E0,1.264378357E1,-4.938439941E1
2.065511971E1,2.282283783E0,1.286228943E1,-4.934893799E1
2.070512271E1,2.350093842E0,1.262666321E1,-4.940246582E1
